name,source,vectors
Мошенничество в сфере кредитования,criminal_code,"[-0.16630472242832184, 0.17994941771030426, -1.8770047426223755, -1.133773922920227, -1.6243990659713745, -2.085660934448242, 0.7327265739440918, -0.0029416861943900585, 1.1129478216171265, -0.12399179488420486, -0.268899142742157, -1.474356770515442, 0.06780774146318436, -0.16072294116020203, 1.6035536527633667, 1.5796476602554321, 1.0074888467788696, 0.7750982642173767, -0.07151433080434799, 1.2478395700454712, 0.846128523349762, 0.40868058800697327, 0.6811290383338928, -0.9288513660430908, -0.12197709083557129, -1.0276756286621094, -2.468684196472168, -0.49473193287849426, 1.0392533540725708, -0.9498431086540222, 0.5461171269416809, 0.5109202861785889, -0.6579524874687195, 0.44719892740249634, 1.5892055034637451, 0.14680641889572144, -0.05533472076058388, 0.6104799509048462, 0.10278849303722382, 2.094651699066162, -0.31866684556007385, -0.2934708893299103, 2.2701685428619385, 1.2190821170806885, 0.5638081431388855, 0.7821280360221863, 1.2835114002227783, -1.1659281253814697, -1.0334097146987915, 1.2447717189788818, 2.122830867767334, 0.44513413310050964, -0.11779987812042236, 0.6660814881324768, -1.934632420539856, 0.9542242288589478, -1.8084962368011475, -0.4838351905345917, -0.7330796122550964, -1.2439249753952026, -1.838235855102539, 0.2872017025947571, -2.073822021484375, 1.8819259405136108, -0.4695813059806824, 0.4082249701023102, -1.92692232131958, -0.07979761809110641, 2.073753595352173, 0.23616553843021393, -0.08745699375867844, -0.8095104694366455, -1.6793471574783325, 0.10120905935764313, 0.02340346947312355, 1.6969105005264282, 0.5143192410469055, -0.06336603313684464, -0.821166455745697, -0.5591031312942505, 2.016230821609497, 0.28476929664611816, 1.3806363344192505, 1.5576516389846802, 1.032540202140808, 0.4368107318878174, -0.16259494423866272, -1.6904879808425903, -2.2934465408325195, 0.5440136194229126, -0.4488825500011444, -0.3369354009628296, 0.8960316181182861, 1.5849337577819824, -0.5159871578216553, 0.7455422282218933, -0.20196020603179932, -1.5458837747573853, -0.011900139041244984, -1.2941299676895142]"
Мошенничество при получении выплат,criminal_code,"[0.5194947123527527, 0.6790913343429565, -1.0595039129257202, 0.39308059215545654, -0.8917354941368103, -1.7434591054916382, -0.43648695945739746, -0.3614197075366974, 0.6145849823951721, -0.2863868176937103, -0.5778300166130066, 0.1843734085559845, 0.49866050481796265, -0.5328815579414368, 1.7156572341918945, 0.7670049667358398, 0.8663125038146973, 0.22944238781929016, 0.23372706770896912, 0.6594201922416687, 0.6982155442237854, 0.612592875957489, 1.4287805557250977, -0.49977490305900574, 0.9088717103004456, -0.5343929529190063, -0.7269057035446167, -0.2333984524011612, 0.30664244294166565, 0.158544659614563, 0.11642236262559891, 0.80239337682724, -0.9222338795661926, 0.6247063875198364, 2.7972538471221924, 0.39480456709861755, 0.4507988393306732, 1.044058084487915, 0.006553893908858299, 1.023504614830017, -0.45244085788726807, 0.33024901151657104, 1.3288308382034302, -0.09001155197620392, 1.6279332637786865, -0.21214455366134644, 1.0830014944076538, -1.4912004470825195, -0.8337294459342957, 0.20307756960391998, 1.844152569770813, -0.009563163854181767, -0.6804649233818054, -0.18167468905448914, -2.3299922943115234, 0.17767664790153503, -0.5343111753463745, 0.43851977586746216, -0.8348081707954407, -1.3229202032089233, -1.5842878818511963, 0.061009544879198074, -0.9028716683387756, 1.4974749088287354, 0.4309101402759552, 1.3716650009155273, -0.8185837268829346, -0.9370890855789185, 2.1191768646240234, -1.0299077033996582, 0.6579974889755249, -1.2544549703598022, -1.6446642875671387, -0.8471620678901672, 0.7231298685073853, 1.027174472808838, 1.9338408708572388, -0.2032153159379959, -0.645804226398468, 0.22504976391792297, 2.298779249191284, 0.9467384219169617, 1.5094982385635376, 2.3693463802337646, 0.03717496618628502, 1.5312273502349854, -0.5713434219360352, -0.7889280915260315, -2.3838837146759033, 1.349745750427246, -0.8217473030090332, -1.33059823513031, 0.6076070666313171, 1.7541621923446655, -0.3691701292991638, -0.2757521867752075, -0.43512818217277527, -1.3499220609664917, -1.0382810831069946, 0.010542242787778378]"
Мошенничество с использованием платежных карт,criminal_code,"[2.2935075759887695, 0.729794979095459, -1.230037808418274, 0.019703643396496773, -1.6010957956314087, -1.565752625465393, 0.010046975687146187, 0.38760292530059814, 0.8284263014793396, -2.502699613571167, -0.89079350233078, -1.441846489906311, 0.611772894859314, 0.3140450417995453, 1.6577621698379517, 2.6813526153564453, 1.589908480644226, 1.9211866855621338, -0.0872596725821495, 0.28027597069740295, -0.9090296626091003, 0.6740202307701111, -0.3552171289920807, -0.1353050023317337, 0.3425416946411133, -1.6804105043411255, -1.2925317287445068, 0.031821321696043015, -1.3923583030700684, 0.20336972177028656, -0.7211122512817383, 1.737568736076355, 0.05798233300447464, 0.5084173083305359, 2.7873785495758057, -0.5851353406906128, 0.8478850722312927, 1.9410384893417358, 0.7438161969184875, 1.1722602844238281, -0.38436323404312134, -1.080649971961975, 1.5663765668869019, -0.8494691252708435, 1.9941741228103638, -1.1028335094451904, 2.474729537963867, 0.14623583853244781, -1.7547861337661743, 0.9301329851150513, 2.5360655784606934, 0.1641555279493332, -0.0014256160939112306, -0.9125558137893677, -2.315822124481201, -0.010946731083095074, -2.865313768386841, -2.2644262313842773, -2.3390238285064697, -2.084351062774658, -1.0147159099578857, 0.814035177230835, -1.2475134134292603, 0.9773026704788208, 1.6723417043685913, 1.8455778360366821, 0.8186390399932861, -3.108121395111084, 3.0853960514068604, -0.07845745980739594, 0.07549122720956802, -1.440207600593567, -0.4753851294517517, -0.8006029725074768, 1.7961812019348145, 3.164032459259033, 0.7293069362640381, 0.7184056043624878, -1.4954901933670044, 0.6146947741508484, 0.8159039616584778, -0.9874603748321533, 2.0444319248199463, 2.3267953395843506, -0.12779326736927032, 2.60709285736084, -0.3891524076461792, -0.9460529088973999, -1.929841160774231, 0.23419435322284698, -0.8593865633010864, 0.6389304995536804, 0.23920494318008423, 1.3896763324737549, 0.13791978359222412, 0.08753705024719238, -0.26025664806365967, -1.664209008216858, -1.037947177886963, -0.08936455845832825]"
Мошенничество в сфере страхования,criminal_code,"[1.4769731760025024, -0.05029882863163948, -0.0366084948182106, 0.09528975933790207, -0.752357542514801, -1.3647336959838867, -0.014932053163647652, -0.004917860496789217, 0.1922929286956787, 0.12027570605278015, 0.06197912618517876, -1.1005859375, 0.6124202609062195, -0.32848605513572693, 0.816893994808197, 2.526069164276123, 0.6467357277870178, -0.6283774971961975, 0.304191917181015, 0.6176101565361023, 0.3942852020263672, 1.5467760562896729, 0.574930727481842, -1.0593416690826416, 0.2050810158252716, -0.57724529504776, -1.6681462526321411, 0.0022854784037917852, -0.25654685497283936, -0.3839782476425171, -0.12786053121089935, 1.7184381484985352, 0.11243393272161484, 0.6151047348976135, 2.3406097888946533, 0.8829372525215149, 0.5109484791755676, 1.9254552125930786, 0.5664479732513428, 0.3824863135814667, -0.5033385753631592, -0.4274584949016571, 1.8159022331237793, 0.1307400017976761, 1.7978591918945312, -0.7102404832839966, 1.304487705230713, -1.1681386232376099, -0.38347819447517395, 1.7519904375076294, 1.844256043434143, 0.20725077390670776, 0.794409453868866, 0.29198214411735535, -3.540515422821045, -0.12007442116737366, -1.1156355142593384, -0.23552659153938293, -0.5298614501953125, -0.7637662887573242, -1.626761794090271, 0.06031031906604767, -1.8121222257614136, 0.23258806765079498, 0.48035839200019836, 2.385826587677002, 0.5143448114395142, -0.7024405002593994, 1.4964324235916138, -0.8630914688110352, 0.24770835041999817, -2.3155159950256348, -0.11835238337516785, -0.8442005515098572, 0.4613158404827118, 0.816756010055542, 0.9152604341506958, 0.06566683948040009, -0.018461333587765694, 0.47149690985679626, 1.0624396800994873, -1.008164644241333, 1.1004517078399658, 1.5450782775878906, -0.38443633913993835, 2.3838117122650146, -0.17656610906124115, -1.213620901107788, -1.8310515880584717, 2.376314878463745, -1.1574949026107788, -0.19663387537002563, -0.23318089544773102, 2.278883218765259, -0.03406239673495293, 0.48384854197502136, 0.5082351565361023, -0.8643385767936707, -1.9377070665359497, -0.26326054334640503]"
Мошенничество в сфере компьютерной информации,criminal_code,"[1.4775937795639038, 0.4936191439628601, -0.14718016982078552, -0.2134512960910797, -1.296239972114563, -1.1064945459365845, 1.3126957416534424, -1.3625749349594116, 0.668665885925293, 0.8007699847221375, -0.5149893164634705, -0.3299033045768738, 1.374341368675232, -1.179839015007019, 2.839402198791504, 1.454256534576416, 0.01857590302824974, -2.466768503189087, -0.22092734277248383, 1.2434182167053223, 0.7077236771583557, -0.6405919790267944, -0.1279451847076416, -1.2120620012283325, 0.6946794986724854, -1.660847544670105, -1.154905080795288, 1.172152042388916, -0.5558894872665405, 1.3250863552093506, 0.27671849727630615, 3.4563333988189697, -0.6458336710929871, 1.6840561628341675, 1.7164006233215332, -1.0590193271636963, 0.5803285837173462, 0.550563395023346, 0.7383360266685486, 0.9890979528427124, -0.0891924798488617, -1.608949065208435, 0.9371188879013062, 1.9097726345062256, 3.779679298400879, -0.7685085535049438, 0.1921822726726532, -1.5579043626785278, -4.362063407897949, -0.16682791709899902, 3.2054378986358643, -0.7116351127624512, 1.4225198030471802, 1.142235517501831, -1.3997917175292969, 0.5592590570449829, -1.2045772075653076, 0.8328091502189636, -1.330876350402832, -0.7220922708511353, -0.09624997526407242, 1.5086462497711182, -1.5512439012527466, 1.5963057279586792, -0.5069451928138733, 3.5864076614379883, -0.19364452362060547, 0.4745521545410156, 2.385192632675171, -1.3021825551986694, 0.3943755626678467, 0.2661606967449188, 0.4871034026145935, -0.9263015389442444, -1.4462664127349854, 1.2532966136932373, 0.7738046646118164, 0.2796917259693146, 0.26316413283348083, 0.8741504549980164, 1.2584787607192993, 0.6977272629737854, 1.08047616481781, 1.9227861166000366, -1.8219813108444214, 1.0785342454910278, -0.39739710092544556, -1.843985915184021, -0.616215169429779, 1.2453683614730835, -0.1019536480307579, 0.4225776493549347, 1.56545889377594, 2.1205272674560547, -0.23100225627422333, 2.464019536972046, -0.6103973984718323, 0.3360190689563751, -1.3849093914031982, -0.551033079624176]"
Присвоение или растрата,criminal_code,"[0.034386761486530304, 0.7226365208625793, -0.7798305749893188, -0.7356789112091064, -1.067913293838501, -0.42184942960739136, 0.015509683638811111, -0.24544084072113037, -0.6759867072105408, -1.0392374992370605, -0.3571661710739136, -0.6251346468925476, -0.08040440827608109, 0.09277381747961044, 1.2337743043899536, 1.3561983108520508, 0.04004354774951935, 0.40107789635658264, -0.367561399936676, 1.6133636236190796, -0.02209973894059658, 1.6048678159713745, 0.843755841255188, -1.9392424821853638, 0.410431832075119, -1.499265432357788, -1.1455283164978027, 1.5348114967346191, -0.41609394550323486, -0.3796357214450836, -0.4981459975242615, 1.7032525539398193, -0.6910593509674072, 1.0883878469467163, 2.424453020095825, -0.15650029480457306, 1.3715044260025024, 0.5330018997192383, 0.574149489402771, 0.17687714099884033, -0.5468040108680725, -0.16880430281162262, 1.0278947353363037, 0.456689715385437, 1.7590774297714233, 0.017443319782614708, 0.6441224813461304, -0.6734170317649841, -1.443772315979004, 1.4132050275802612, 2.8239693641662598, 0.10637761652469635, 1.267188549041748, 0.3887982666492462, -2.4293415546417236, -1.0638809204101562, -1.0403594970703125, 0.07672560214996338, -0.09260713309049606, -0.751752495765686, -1.6564830541610718, 0.026312122121453285, -0.911968469619751, 0.5049930214881897, 1.927842140197754, 1.1862967014312744, -0.935613751411438, -1.4338135719299316, 2.5145857334136963, 0.16464552283287048, 1.10920250415802, -1.0975143909454346, -1.1087980270385742, -0.2339257150888443, -0.14163188636302948, 0.7507458925247192, -0.8571826219558716, -0.700406014919281, 0.5746075510978699, 0.4564087688922882, 1.9849175214767456, -0.05930856987833977, 1.1838152408599854, 2.4485695362091064, 0.1375962346792221, 0.5715512633323669, -0.6312599182128906, -1.733686923980713, -2.0689287185668945, 1.3332303762435913, -0.47588059306144714, -0.033676981925964355, 0.22992351651191711, 1.728872537612915, 1.1972379684448242, 1.6521549224853516, 0.5056276917457581, -0.6204308867454529, -1.86959969997406, -1.5149999856948853]"
Грабеж,criminal_code,"[-1.3280895948410034, 1.163927674293518, -0.7020870447158813, -0.8251935243606567, -1.2116881608963013, -1.3985638618469238, 0.11217707395553589, 0.39784935116767883, -1.554003119468689, 0.21023443341255188, -0.5329570174217224, 0.5072420835494995, -0.020416410639882088, 0.33549296855926514, 0.8968127369880676, 0.6583456993103027, -0.9050209522247314, 0.2004430890083313, -0.4953017830848694, 0.6691529750823975, 0.8650919198989868, 0.944464921951294, 0.5331165194511414, 0.02187643200159073, 0.3638582229614258, -0.2590586245059967, -1.5703582763671875, -0.17919476330280304, -0.2034040093421936, -0.8446396589279175, 0.5891477465629578, 1.462160348892212, -0.7428691983222961, 1.0117607116699219, 1.1234527826309204, 0.005779681261628866, 0.4331127405166626, 0.781999945640564, 0.733903706073761, 1.350378155708313, -1.7534046173095703, -1.14651620388031, 2.6523478031158447, 0.6595636606216431, 0.8890339136123657, 1.0851496458053589, 0.3235792815685272, -0.8910589814186096, -2.062939167022705, -0.18566356599330902, 2.9695422649383545, 0.6642635464668274, 0.4200716018676758, 0.8740653991699219, -0.8416407108306885, -0.28803834319114685, -0.8445343375205994, 2.046863317489624, -0.6373276114463806, -1.9806369543075562, -1.6330220699310303, 0.11034633964300156, 0.6727241277694702, 0.7137392163276672, 0.07402922213077545, 0.8792187571525574, -0.5123773813247681, -0.619655430316925, 2.134822368621826, -0.29242196679115295, 0.6458988189697266, -0.26232820749282837, -0.8583398461341858, -1.2422789335250854, 0.6956508159637451, 1.564064860343933, 1.4708080291748047, 0.6344629526138306, 0.0075521087273955345, 0.2850680351257324, 1.3170546293258667, -1.7224634885787964, 1.5766414403915405, 1.2727032899856567, 1.1716147661209106, 0.4926365613937378, 0.394360214471817, -0.4797339141368866, -1.3556854724884033, 1.025001049041748, -1.2524703741073608, -1.4043235778808594, 0.4577476382255554, 1.667315125465393, 0.6263857483863831, 0.35723066329956055, -1.1752480268478394, -1.9960856437683105, -0.478774756193161, -0.4877909719944]"
Разбой,criminal_code,"[-0.04105382785201073, 1.326125144958496, -1.0991809368133545, 0.04582525044679642, -2.1484246253967285, -0.5658962726593018, 0.7960898280143738, -2.3973798751831055, -2.942819595336914, -1.7542990446090698, -0.24748317897319794, 0.17003610730171204, 0.5388419032096863, 0.05382222309708595, 1.2129437923431396, 0.5576448440551758, -0.6343976855278015, -0.6818294525146484, 0.8868156671524048, 0.0013643554411828518, 2.760974168777466, 2.163048028945923, -0.6452570557594299, 0.6870664954185486, 1.054194688796997, -1.9230329990386963, -1.3479700088500977, -0.12509013712406158, 0.47488534450531006, 1.1921461820602417, 0.8768673539161682, 0.9573912024497986, -0.5838299989700317, 0.7584747076034546, 3.1926796436309814, 0.4824049770832062, 0.6443547010421753, 2.448615789413452, -0.4616420269012451, 0.606437087059021, -1.6789216995239258, -2.1469383239746094, 3.203685998916626, 0.564293622970581, 1.485797643661499, 0.3398926854133606, 0.3629755675792694, -1.3720791339874268, -1.4914796352386475, -0.2626524567604065, 1.4747892618179321, 0.49856647849082947, -0.16132022440433502, -1.2824829816818237, -2.549071788787842, -0.009460687637329102, 0.11519008874893188, 0.5717611312866211, -0.5338162183761597, -1.4414602518081665, -0.4842217266559601, 1.6154594421386719, 0.4428999423980713, -0.6899997591972351, 1.1567391157150269, 1.4422582387924194, -0.603630006313324, -1.4599628448486328, 2.611666202545166, -1.0664072036743164, -0.795967161655426, -1.9507187604904175, 0.6562989950180054, -1.0679562091827393, 1.6700105667114258, 1.0482521057128906, -0.021444011479616165, -0.5009162425994873, -0.26823219656944275, 1.3550612926483154, 3.0555663108825684, -1.0662569999694824, 2.0871684551239014, 2.108476400375366, 0.6425911784172058, 0.8451793193817139, 1.2576936483383179, 0.7212724685668945, -1.4918849468231201, 0.244685560464859, -0.8292037844657898, 0.5840626955032349, -0.7755987644195557, 3.27089786529541, 1.9503811597824097, 0.891717791557312, -0.42901375889778137, -2.1416542530059814, -1.5435389280319214, 0.2799609303474426]"
Вымогательство,criminal_code,"[-0.695635199546814, -0.10109037905931473, -3.1868555545806885, 0.420221209526062, -1.5526295900344849, -0.806378960609436, 1.9387792348861694, 1.2532026767730713, -1.1860698461532593, -1.3296808004379272, -0.8113847374916077, 1.4735174179077148, 2.6461853981018066, 0.8860141038894653, 2.1241250038146973, 0.6480240225791931, -0.8104181289672852, -2.582845687866211, 0.7233946919441223, -1.4141032695770264, 2.0694732666015625, 0.5440676212310791, -0.9559617042541504, -1.7455500364303589, 1.3071415424346924, -1.6917592287063599, -5.838380336761475, 0.40622907876968384, -1.5778311491012573, 1.3622947931289673, 0.7706863880157471, 2.0471444129943848, -1.4530287981033325, -0.18120737373828888, 3.341362237930298, 1.0901910066604614, 1.589823603630066, 1.3585063219070435, -0.31894615292549133, -0.2871270775794983, -1.1203395128250122, -2.9460721015930176, 1.651507019996643, -2.1065211296081543, 0.5341404676437378, 1.3668429851531982, 0.7676503658294678, -3.945617914199829, -3.086916208267212, -0.4939696490764618, 3.8068416118621826, -0.0644107535481453, -0.4800320863723755, -0.46992653608322144, -3.075376033782959, 0.6851577758789062, 1.8275130987167358, -0.10369410365819931, -1.7300184965133667, -1.54403555393219, -1.7722508907318115, 1.0593948364257812, -1.890048861503601, -0.552746593952179, 0.2519160509109497, 0.7307518124580383, 1.2725427150726318, -1.7239094972610474, 2.2778987884521484, 0.531516969203949, -0.48354053497314453, 0.28828009963035583, -2.5113818645477295, -1.3714882135391235, 1.7688946723937988, 2.6359379291534424, -1.0929291248321533, -1.2575575113296509, -2.207719326019287, 1.2552865743637085, 1.670196771621704, -0.2515982687473297, -0.3617746829986572, 4.145496845245361, -0.989393413066864, -0.4034014344215393, -1.083959937095642, -1.1907120943069458, -3.262390375137329, -1.2028013467788696, -1.0784969329833984, -0.3954552412033081, 0.06844689697027206, 1.6730772256851196, -0.27131572365760803, 0.6192464232444763, -1.6501460075378418, -2.072840690612793, 2.3384711742401123, 0.9426012635231018]"
"Хищение предметов, имеющих особую ценность",criminal_code,"[-0.5389500260353088, 0.585875928401947, -0.757784366607666, -1.9898918867111206, -1.3665310144424438, -0.06546135246753693, -0.11119593679904938, 0.13132551312446594, -0.35661569237709045, -0.7329246997833252, -0.16556067764759064, -1.9806623458862305, 0.12892702221870422, -1.3772999048233032, 2.291736602783203, 0.6528370976448059, -1.244278907775879, 1.6188803911209106, 1.192710280418396, -0.8557234406471252, 1.4494378566741943, 1.6377109289169312, -0.15349732339382172, 0.3891158699989319, 1.456926703453064, -2.1578221321105957, -1.6142514944076538, -0.3739778399467468, 1.2154730558395386, -0.5507384538650513, 2.314868927001953, 2.0950942039489746, -0.34545275568962097, 1.1760079860687256, 1.293973684310913, -0.6630055904388428, 2.0802998542785645, 0.22603511810302734, 1.8476026058197021, 0.2102469950914383, -1.9432504177093506, -0.39444565773010254, 0.4937802255153656, 2.110443592071533, 1.070401906967163, 1.2445780038833618, 0.9510599374771118, 0.9803031086921692, -1.8184365034103394, -0.6643824577331543, 1.699711561203003, -0.20220284163951874, -0.38550931215286255, -0.5382667183876038, -0.5187052488327026, -0.5648821592330933, 0.14328137040138245, -0.5861876606941223, -0.9628020524978638, -1.7680851221084595, -0.7143971920013428, -0.1274077594280243, -0.615543007850647, 0.31783318519592285, -0.5782552361488342, 1.22970712184906, 1.4494792222976685, -0.9230647683143616, -1.1002473831176758, -1.4631351232528687, -0.4199591875076294, -0.6585438251495361, -1.6118214130401611, 0.14357595145702362, -1.3012588024139404, 0.9206184148788452, 2.464625597000122, 0.38867661356925964, -0.3970291018486023, 0.1438370645046234, 1.424783706665039, -0.5853846669197083, 0.7254286408424377, 0.26152756810188293, 1.9016342163085938, 2.5746312141418457, 0.0061641838401556015, 0.503434956073761, -3.478295087814331, 2.6996660232543945, -1.6932786703109741, -2.3974685668945312, 0.374537855386734, 0.07319727540016174, 1.5182002782821655, -0.1527806967496872, 0.8123294115066528, -0.6100929975509644, 0.6233686208724976, -1.3557519912719727]"
Причинение имущественного ущерба путем обмана или злоупотребления доверием,criminal_code,"[0.7989861369132996, 0.7210361361503601, -0.5190173983573914, -1.177794098854065, -1.966293454170227, -0.7172016501426697, -0.03694220259785652, -0.20797407627105713, 0.14383672177791595, -0.8218933939933777, -0.6563625335693359, -0.4959600269794464, -0.06639987975358963, -0.21980662643909454, 1.3579363822937012, 1.1906616687774658, -1.2943204641342163, 0.993837296962738, 0.2991127371788025, -1.426252841949463, 0.44319796562194824, 1.3529942035675049, -0.15435412526130676, -0.6636550426483154, 1.1057822704315186, -0.675672709941864, -0.27488183975219727, -0.8723341822624207, -0.14605847001075745, -0.22160689532756805, 0.43109580874443054, 1.4330838918685913, 0.15906544029712677, 0.18940648436546326, 1.8650884628295898, 0.2609824240207672, 0.8762661218643188, 1.3011358976364136, -0.3816674053668976, 1.52141273021698, -1.547161340713501, -1.7920200824737549, 1.9717223644256592, 0.954899251461029, -0.6717188954353333, -0.5313026309013367, 1.1755064725875854, 0.5569650530815125, -2.3172483444213867, 2.015014410018921, 2.4146628379821777, -0.515007495880127, 0.5522335767745972, 0.6236010789871216, -1.1977277994155884, -0.5646623373031616, -0.9708160161972046, 0.6816251873970032, -0.5524744987487793, -2.1263697147369385, -1.1635932922363281, -0.6064962148666382, 0.13584095239639282, -0.10257720947265625, -0.755613386631012, 1.1869921684265137, -0.01721550151705742, -1.3247299194335938, 1.581120252609253, 0.04450856149196625, -0.5913863778114319, -0.5320727825164795, -0.590575098991394, -0.17771346867084503, 0.9598644971847534, -0.02664191648364067, 0.5985826849937439, -0.24521039426326752, -1.3393381834030151, 0.31125736236572266, 0.7990262508392334, 0.6270021200180054, 1.7327333688735962, 0.9737069010734558, 1.6476218700408936, 0.25274181365966797, 0.5262658596038818, -1.2459148168563843, -1.5540238618850708, 1.2881006002426147, -0.21070778369903564, 0.015421068295836449, 0.3574967682361603, 0.7661017775535583, 1.2532029151916504, 0.14684052765369415, 0.19593797624111176, -0.4917958974838257, -1.2870315313339233, -0.1403196007013321]"
Неправомерное завладение автомобилем или иным транспортным средством без цели хищения,criminal_code,"[-0.559171199798584, 1.438980221748352, -0.6083257794380188, -2.650239944458008, -1.2886736392974854, -0.41587239503860474, -0.4124988615512848, -0.22163346409797668, 0.9580631852149963, -1.3485865592956543, -0.544862687587738, -0.05428082495927811, 1.5138046741485596, -1.0310735702514648, -0.02039491944015026, 1.5506391525268555, -0.01724122278392315, -0.9322329759597778, -0.02781667746603489, -0.15231934189796448, 0.546042263507843, 0.5075579285621643, 1.2611418962478638, -0.7324625849723816, 0.6016002297401428, -0.6575042009353638, -0.7275118827819824, -0.2485397756099701, -0.5268002152442932, -0.8448458909988403, -0.1855655312538147, 0.7763730883598328, -0.45450499653816223, 0.7700574994087219, 1.0438657999038696, 0.2296416163444519, 1.504395604133606, -0.021138137206435204, 1.5864399671554565, 1.1670023202896118, -1.7711083889007568, -2.5191166400909424, 2.6151204109191895, 0.5893093943595886, -0.25080883502960205, -0.5868610739707947, 0.9019795656204224, -0.8476573824882507, -0.7330601215362549, 0.8131614923477173, 3.1680750846862793, -0.03762834146618843, 0.8253541588783264, -0.2542172968387604, -1.4628502130508423, 0.31815558671951294, -0.44610169529914856, 0.41807985305786133, 1.1639052629470825, -1.4497358798980713, -1.1639841794967651, -0.6679173707962036, -0.7341533899307251, 0.7260839343070984, 0.5061500668525696, 1.7298016548156738, -0.3243982791900635, -0.5025390982627869, 1.0690382719039917, -0.4792870581150055, 0.43284180760383606, -0.3620262145996094, -0.9579772353172302, -0.21882981061935425, 0.4050673842430115, 0.828981339931488, 1.3831733465194702, -1.8639501333236694, -1.0166983604431152, 0.2567237317562103, 1.473883867263794, -0.07948484271764755, 2.5740044116973877, 2.2518279552459717, 1.5579323768615723, 0.21476323902606964, -0.2399480938911438, -1.8031331300735474, -2.7100720405578613, 1.7257258892059326, -0.9679873585700989, -0.803331196308136, 0.44518640637397766, 0.4604489207267761, 1.5957103967666626, 0.008387846872210503, 0.1614367663860321, -1.644826054573059, -1.9210137128829956, -0.18937897682189941]"
Умышленные уничтожение или повреждение имущества,criminal_code,"[-0.21582312881946564, 1.1724222898483276, 0.26596006751060486, -0.8149486780166626, -1.0154443979263306, -0.1319132298231125, 1.2480525970458984, 1.0369809865951538, -0.5937846302986145, 0.06938263773918152, 0.09159775078296661, -0.5568270683288574, -0.766497790813446, -0.33424973487854004, 0.47245731949806213, 0.003974582999944687, -0.5785636901855469, 0.5753052234649658, 1.0141065120697021, -0.11789989471435547, -0.31671538949012756, 1.0410445928573608, 0.6655495762825012, -0.5590240359306335, 1.6513715982437134, -0.5680436491966248, -1.9436954259872437, 0.6036834716796875, -0.8748569488525391, -0.23623394966125488, 1.2181957960128784, 0.733229398727417, -1.0184221267700195, 1.1300151348114014, 0.3229968249797821, 0.29822444915771484, 0.150201678276062, -0.417124480009079, 0.6854976415634155, -0.5102578401565552, -0.8768463134765625, -0.38298797607421875, 1.6600754261016846, 0.13108311593532562, 1.1764758825302124, 0.9056370258331299, -1.1993579864501953, -0.08638930320739746, -1.712862253189087, 1.7686604261398315, 1.882676362991333, -0.9682949185371399, -0.19882002472877502, 0.5051709413528442, -1.4365565776824951, 0.6333465576171875, -1.0190396308898926, 1.387758731842041, 0.06138545274734497, -1.8341164588928223, -1.6185624599456787, -1.3435975313186646, -0.2844569981098175, -0.45683175325393677, -0.36293506622314453, 1.179128885269165, -0.10230157524347305, -1.3246887922286987, 1.2691758871078491, -1.0947411060333252, 0.3869417905807495, -1.4208734035491943, -0.7424961924552917, -0.5286808609962463, 0.7901589870452881, -0.18752141296863556, 0.006681559607386589, -0.6085110306739807, -0.7318708896636963, -0.6684499382972717, 0.13731437921524048, -0.03435997664928436, 2.346019744873047, 0.8229148983955383, 0.9773179888725281, 1.4259852170944214, 0.11521358788013458, -1.2102091312408447, -1.7818665504455566, 0.285983681678772, -0.3600240647792816, -1.0764846801757812, 1.192056655883789, -0.8518317937850952, 0.5792773962020874, 1.140538215637207, -1.2532098293304443, -0.3632391691207886, -1.547834873199463, 0.05135117843747139]"
