title,labels,predicted,is_right,intersection
Решение по делу 1-50/2018 - 162 ч.2; 222 ч.1; 162 ч.2 - судья Авдеев В. В. - 22/02/2018 - РосПравосудие,"[162.0, 162.0, 222.0, 53.0, 69.0, 71.0, 162.0, 162.0, 222.0, 53.0, 69.0, 71.0]","[127.0, 127.1, 61.0, 127.2, 63.0]",0,0
"Решение по делу 1-9/2018 (1-353/2017;) - 161 ч.2 п.п.а,в - судья Шаймухаметов Р. Р. - 22/02/2018 - РосПравосудие","[161.0, 69.0, 161.0, 96.0, 88.0, 73.0, 73.0]","[61.0, 296.0, 127.0, 58.0, 69.0]",1,1
"Решение по делу 1-31/2018 - 158 ч.2 п.п.б,в - судья Казанцев И. Л. - 22/02/2018 - РосПравосудие",[158.0],"[34.0, 58.0, 63.1, 157.0, 296.0]",0,0
Решение по делу 1-33/2018 - 158 ч.2 п.в - судья Дураев Ибрагим Азрет Алиевич - 22/02/2018 - РосПравосудие,[158.0],"[61.0, 127.0, 86.0, 58.0, 6.0]",0,0
Решение по делу 1-20/2018 - 166 ч.2 п.а; 158 ч.3 п.а; 158 ч.3 п.а - судья Точилина Т. Е. - 22/02/2018 - РосПравосудие,"[158.0, 158.0, 158.0, 158.0, 166.0, 158.0, 158.0, 158.0, 158.0, 158.0, 166.0, 69.0, 69.0, 69.0, 158.0, 70.0, 158.0, 69.0, 317.0]","[61.0, 127.0, 75.0, 296.0, 6.0]",0,0
Решение по делу 1-17/2018 - 264 ч.1 - судья Синицына Екатерина Павловна - 22/02/2018 - РосПравосудие,"[264.1, 73.0, 73.0, 158.0, 70.0, 264.1, 316.0]","[127.1, 127.0, 74.0, 73.0, 205.3]",1,1
Решение по делу 1-5/2018 - 158.1 - судья Адаменко Александр Валерьевич - 22/02/2018 - РосПравосудие,"[30.0, 158.1, 73.0, 73.0]","[157.0, 200.3, 204.2, 205.6, 88.0]",0,0
Решение по делу 1-6/2018 - 264.1 - судья Пустовая Светлана Юрьевна - 22/02/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 73.0, 127.1, 82.1, 127.0]",0,0
Решение по делу 1-14/2018 - 167 ч.1 - судья Пахоменко Роман Александрович - 21/02/2018 - РосПравосудие,[167.0],"[296.0, 303.0, 63.1, 80.0, 74.0]",0,0
Решение по делу 1-20/2018 - 319 ч.1 - судья Кандыбор Светлана Алексеевна - 21/02/2018 - РосПравосудие,"[319.0, 44.0]","[73.0, 2.0, 127.1, 122.0, 74.0]",0,0
Решение по делу 1-2/2018 - 158 ч.1 - судья Браговская Наталья Викторовна - 21/02/2018 - РосПравосудие,[158.0],"[104.3, 327.0, 157.0, 309.0, 200.3]",0,0
Решение по делу 1-10/2018 - 115 ч.1 - судья Смирнов Андрей Геннадьевич - 21/02/2018 - РосПравосудие,[115.0],"[296.0, 40.0, 127.0, 74.0, 61.0]",0,0
Решение по делу 1-25/2018 - 173.2 - судья Куренкова Оксана Александровна - 21/02/2018 - РосПравосудие,"[173.2, 25.0, 316.0]","[315.0, 276.0, 287.0, 82.1, 292.1]",0,0
Решение по делу 1-18/2018 - 119 ч.1 - судья Усынин Алексей Николаевич - 21/02/2018 - РосПравосудие,[327.0],"[82.1, 74.0, 295.0, 43.0, 63.1]",0,0
Решение по делу 1-16/2018 - 158.1 - судья Сафина Надежда Александровна - 21/02/2018 - РосПравосудие,"[30.0, 158.1, 73.0, 30.0, 158.0, 158.0, 69.0, 317.0]","[298.1, 267.0, 217.1, 178.0, 146.0]",0,0
Решение по делу 1-11/2018 - 264.1 - судья Епланова Юлия Леонидовна - 21/02/2018 - РосПравосудие,"[264.1, 74.0, 70.0, 69.0, 317.0]","[74.0, 73.0, 82.1, 127.1, 122.0]",1,1
Решение по делу 1-17/2018 - 119 ч.1 - судья Зайцева Люция Петровна - 21/02/2018 - РосПравосудие,"[119.0, 317.0]","[61.0, 6.0, 127.0, 86.0, 40.0]",0,0
Решение по делу 1-6/2018 - 119 ч.1 - судья Трошкин Александр Валентинович - 21/02/2018 - РосПравосудие,"[119.0, 73.0]","[127.0, 61.0, 6.0, 58.0, 69.0]",0,0
Решение по делу 1-18/2018 - 264 ч.1 - судья Шаронова Юлия Юрьевна - 21/02/2018 - РосПравосудие,"[264.1, 62.0, 70.0, 71.0, 317.0]","[127.1, 127.0, 63.0, 80.0, 86.0]",0,0
Решение по делу 1-6/2018 - 157 ч.1 - судья Кранина Ганна Олеговна - 21/02/2018 - РосПравосудие,"[157.0, 73.0, 317.0]","[73.0, 122.0, 74.0, 80.0, 82.0]",1,1
Решение по делу 1-10/2018 - 158 ч.1 - судья Петухова Татьяна Николаевна - 21/02/2018 - РосПравосудие,"[158.0, 317.0]","[296.0, 58.0, 86.0, 69.0, 70.0]",0,0
Решение по делу 1-17/2018 - 158 ч.1 - судья Ломакина Татьяна Николаевна - 21/02/2018 - РосПравосудие,"[30.0, 158.0, 73.0]","[127.0, 58.0, 86.0, 40.0, 122.0]",0,0
Решение по делу 1-11/2018 - 159 ч.1 - судья Красильникова Любовь Анатольевна - 21/02/2018 - РосПравосудие,"[30.0, 159.0, 70.0]","[200.3, 104.3, 293.0, 327.0, 122.0]",0,0
Решение по делу 1-7/2018 - 158 ч.1 - судья Тюганкина Наталья Владимировна - 21/02/2018 - РосПравосудие,[158.0],"[74.0, 63.1, 296.0, 86.0, 295.0]",0,0
Решение по делу 1-20/2018 - 327 ч.1 - судья Усынин Алексей Николаевич - 21/02/2018 - РосПравосудие,[327.0],"[82.1, 295.0, 74.0, 72.0, 43.0]",0,0
Решение по делу 1-15/2018 - 264.1 - судья Ваганова Анастасия Юрьевна - 21/02/2018 - РосПравосудие,"[264.1, 73.0, 317.0]","[74.0, 127.1, 73.0, 127.0, 81.0]",1,1
Решение по делу 1-9/2018 - 264.1 - судья Назарова Евгения Анатольевна - 21/02/2018 - РосПравосудие,"[264.1, 317.0]","[127.1, 127.0, 74.0, 205.3, 61.0]",0,0
"Решение по делу 1-15/2018 (1-85/2017;) - 158 ч.2 п.п.б,в - судья Стрешенец Эдуард Иванович - 21/02/2018 - РосПравосудие",[158.0],"[309.0, 296.0, 69.0, 307.0, 308.0]",0,0
Решение по делу 1-111/2018 - 228 ч.1 - судья Руденко Елена Валентиновна - 21/02/2018 - РосПравосудие,[228.0],"[53.0, 72.0, 73.0, 264.0, 200.3]",0,0
"Решение по делу 1-11/2018 - 158 ч.2 п.п.а,б - судья Романцова И. В. - 21/02/2018 - РосПравосудие",[158.0],"[61.0, 127.0, 58.0, 296.0, 63.0]",0,0
Решение по делу 1-81/2018 (1-699/2017;) - 111 ч.3 п.а - судья Удачина Наталья Викторовна - 21/02/2018 - РосПравосудие,"[118.0, 112.0, 118.0, 112.0, 69.0, 73.0, 112.0, 73.0]","[38.0, 76.2, 28.0, 6.0, 61.0]",0,0
Решение по делу 1-3/2018 - 115 ч.1 - судья Сизонцева Наталия петровна - 21/02/2018 - РосПравосудие,[115.0],"[76.2, 296.0, 6.0, 40.0, 38.0]",0,0
Решение по делу 1-8/2018 - 112 ч.1 - судья Егоров Станислав Сергеевич - 21/02/2018 - РосПравосудие,"[157.0, 73.0, 73.0]","[86.0, 61.0, 127.0, 81.0, 80.0]",0,0
Решение по делу 1-10/2018 - 264.1 - судья Смирнова Наталья Алексеевна - 21/02/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 78.0, 86.0, 296.0, 82.1]",0,0
Решение по делу 1-11/2018 - 117 ч.1 - судья Шамов Иван Иванович - 21/02/2018 - РосПравосудие,"[117.0, 53.0, 316.0, 317.0]","[61.0, 127.0, 132.0, 40.0, 6.0]",0,0
Решение по делу 1-1/2018 - 158 ч.1 - судья Родионов Петр Васильевич - 21/02/2018 - РосПравосудие,[158.0],"[78.0, 58.0, 127.0, 86.0, 74.0]",0,0
Решение по делу 1-21/2018 - 319 ч.1 - судья Морхова Лариса Николаевна - 21/02/2018 - РосПравосудие,"[158.0, 119.0, 158.0, 119.0, 69.0, 317.0]","[61.0, 127.0, 6.0, 127.2, 40.0]",0,0
Решение по делу 1-11/2018 - 319 ч.1 - судья Морхова Лариса Николаевна - 21/02/2018 - РосПравосудие,"[319.0, 317.0]","[122.0, 73.0, 74.0, 40.0, 318.0]",0,0
Решение по делу 1-4/2018 - 264.1 - судья Дроботова Инна Николаевна - 21/02/2018 - РосПравосудие,[264.1],"[127.1, 73.0, 230.0, 127.0, 264.0]",0,0
Решение по делу 1-2/2018 - 119 ч.1 - судья Можарцев Игорь Семенович - 21/02/2018 - РосПравосудие,"[119.0, 53.0, 317.0]","[295.0, 6.0, 296.0, 58.0, 61.0]",0,0
"Решение по делу 1-113/2018 - 30 ч.3, ; 166 ч.1; 166 ч.1 - судья Акулов Александр Валентинович - 21/02/2018 - РосПравосудие","[30.0, 166.0, 166.0, 30.0, 166.0, 166.0, 69.0, 69.0]","[127.0, 58.0, 61.0, 69.0, 6.0]",1,1
"Решение по делу 1-54/2018 - 30 ч.3, ; 158 ч.3 п.в - судья Новиков Руслан Викторович - 21/02/2018 - РосПравосудие","[30.0, 158.0, 62.0, 66.0, 70.0, 73.0]","[127.0, 58.0, 61.0, 78.0, 206.0]",0,0
Решение по делу 1-1-36/2018 - 158 ч.1; 158 ч.2 п.в; 158 ч.3 п.а - судья Бусурин О. В. - 21/02/2018 - РосПравосудие,"[158.0, 158.0, 158.0, 158.0, 158.0, 158.0, 69.0, 317.0]","[61.0, 127.0, 6.0, 127.2, 63.0]",0,0
Решение по делу 1-146/2018 - 158 ч.2 п.в - судья Николаев И. В. - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 316.0]","[104.2, 200.3, 63.1, 72.0, 296.0]",0,0
Решение по делу 1-15/2018 - 228 ч.1 - судья Жигмитова Е. В. - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[73.0, 127.1, 230.0, 127.0, 80.0]",0,0
Решение по делу 1-54/2018 - 260 ч.3 - судья Сафин Р. Р. - 21/02/2018 - РосПравосудие,"[260.0, 73.0, 73.0, 317.0]","[80.0, 127.1, 263.0, 131.0, 60.0]",0,0
Решение по делу 1-174/2018 - 161 ч.1 - судья Власова И. В. - 21/02/2018 - РосПравосудие,"[161.0, 73.0, 73.0]","[86.0, 61.0, 43.0, 58.0, 127.0]",0,0
Решение по делу 1-138/2018 - 158 ч.2 п.в - судья Сультимова И. В. - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 73.0, 317.0]","[296.0, 74.0, 61.0, 63.1, 86.0]",0,0
Решение по делу 1-32/2018 - 264 ч.3 - судья Кузнецова О. В. - 21/02/2018 - РосПравосудие,"[264.0, 73.0, 73.0, 317.0]","[61.0, 69.0, 22.0, 127.0, 80.0]",0,0
Решение по делу 1-39/2018 - 159 ч.4 - судья Короткова Екатерина Николаевна - 21/02/2018 - РосПравосудие,"[159.0, 73.0, 317.0]","[199.4, 199.3, 185.3, 200.3, 185.6]",0,0
Решение по делу 1-105/2018 - 228 ч.2 - судья Шукуров Науруз Ибрагимович - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[80.0, 74.0, 78.0, 81.0, 127.1]",0,0
Решение по делу 1-89/2018 - 228 ч.1 - судья Волков А. Н. - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 74.0, 317.0]","[74.0, 80.0, 73.0, 127.0, 70.0]",1,2
Решение по делу 1-90/2018 - 314.1 ч.1; 166 ч.2 п.а - судья Шибзухов Замир Хасанович - 21/02/2018 - РосПравосудие,"[166.0, 314.1, 166.0, 314.1, 69.0, 316.0]","[34.0, 122.0, 73.0, 303.0, 40.0]",0,0
Решение по делу 1-82/2018 - 228 ч.1 - судья Первухина Надежда Владимировна - 21/02/2018 - РосПравосудие,"[228.0, 316.0]","[127.1, 80.0, 127.0, 61.0, 73.0]",0,0
Решение по делу 1-100/2018 - 228 ч.2 - судья Первухина Надежда Владимировна - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 316.0]","[127.1, 80.0, 127.0, 61.0, 230.0]",0,0
Решение по делу 1-68/2018 - 159.3 ч.2; 158 ч.2 п.б - судья Муравьева Наталья Генриховна - 21/02/2018 - РосПравосудие,"[158.0, 158.0, 159.3, 69.0, 317.0]","[200.3, 127.2, 266.0, 283.1, 127.0]",0,0
Решение по делу 1-10/2018 - 158 ч.2 п.б - судья Зудов Владимир Петрович - 21/02/2018 - РосПравосудие,"[158.0, 158.0]","[58.0, 61.0, 86.0, 78.0, 69.0]",0,0
Решение по делу 1-76/2018 - 158 ч.2 п.в - судья Пантела И. Д. - 21/02/2018 - РосПравосудие,"[158.0, 73.0]","[296.0, 61.0, 127.0, 80.0, 69.0]",0,0
Решение по делу 1-15/2018 - 158 ч.3 п.а - судья Фетисов Александр Анатольевич - 21/02/2018 - РосПравосудие,"[158.0, 158.0, 73.0]","[63.1, 34.0, 60.0, 74.0, 17.0]",0,0
Решение по делу 1-14/2018 - 115 ч.1 - судья Колышкин Артем Васильевич - 21/02/2018 - РосПравосудие,"[115.0, 69.0, 71.0, 69.0]","[296.0, 61.0, 40.0, 127.0, 74.0]",0,0
Решение по делу 1-85/2018 - 228 ч.1 - судья Маликов Дмитрий Владимирович - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[127.1, 127.0, 230.0, 80.0, 73.0]",1,1
Решение по делу 1-173/2018 - 228 ч.2 - судья Аверьянова Нина Николаевна - 21/02/2018 - РосПравосудие,"[228.0, 74.0, 70.0, 317.0]","[74.0, 127.0, 73.0, 80.0, 86.0]",1,1
Решение по делу 1-162/2018 - 158 ч.2 п.в; 158 ч.2 п.в - судья Сультимова И. В. - 21/02/2018 - РосПравосудие,"[158.0, 158.0, 69.0, 317.0]","[296.0, 200.3, 127.0, 61.0, 69.0]",1,1
Решение по делу 1-9/2018 - 15 - судья Кузнецов Андрей Николаевич - 21/02/2018 - РосПравосудие,"[158.0, 317.0]","[61.0, 78.0, 86.0, 127.0, 58.0]",0,0
Решение по делу 1-123/2018 - 228 ч.2 - судья Хроменок Вадим Владимирович - 21/02/2018 - РосПравосудие,"[228.0, 228.0, 73.0, 316.0, 131.0]","[74.0, 70.0, 86.0, 43.0, 63.1]",0,0
Решение по делу 1-145/2018 - 158 ч.2 п.в - судья Блинов С. В. - 21/02/2018 - РосПравосудие,"[158.0, 317.0]","[200.3, 266.0, 228.2, 284.0, 283.1]",0,0
Решение по делу 1-154/2018 - 228 ч.1 - судья Сабанова В. Л. - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 228.0]","[61.0, 127.0, 80.0, 74.0, 86.0]",0,0
Решение по делу 1-27/2018 - 161 ч.2 п.г - судья Штырлина М. Ю. - 21/02/2018 - РосПравосудие,"[161.0, 73.0, 317.0]","[61.0, 69.0, 296.0, 6.0, 127.0]",0,0
Решение по делу 1-64/2018 - 158 ч.2 п.в - судья Муравьева Наталья Генриховна - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 317.0]","[61.0, 127.0, 86.0, 58.0, 132.0]",0,0
Решение по делу 1-15/2018 - 228 ч.2 - судья Пригодская Инга Васильевна - 21/02/2018 - РосПравосудие,"[228.0, 73.0]","[80.0, 73.0, 104.2, 127.1, 230.0]",1,1
Решение по делу 1-59/2018 - 33 ч.5; 160 ч.2 - судья Хайруш Арман Викторович - 21/02/2018 - РосПравосудие,"[33.0, 160.0, 62.0, 33.0, 160.0, 73.0, 73.0]","[200.3, 185.3, 327.0, 178.0, 242.0]",0,0
Решение по делу 1-60/2018 - 228 ч.1 - судья Хайруш Арман Викторович - 21/02/2018 - РосПравосудие,"[228.0, 62.0, 228.0, 74.0, 70.0, 316.0]","[127.0, 61.0, 127.1, 80.0, 81.0]",0,0
Решение по делу 1-36/2018 - 228 ч.2 - судья Коваленко Людмила Петровна - 21/02/2018 - РосПравосудие,[228.0],"[80.0, 127.1, 73.0, 230.0, 127.0]",0,0
Решение по делу 1-33/2018 - 158 ч.2 п.б - судья Коваленко Людмила Петровна - 21/02/2018 - РосПравосудие,[158.0],"[296.0, 78.0, 61.0, 58.0, 74.0]",0,0
Решение по делу 1-43/2018 - 228 ч.1 - судья Демьянов А. Е. - 21/02/2018 - РосПравосудие,"[228.0, 74.0, 70.0, 317.0]","[74.0, 127.1, 73.0, 80.0, 127.0]",1,1
Решение по делу 1-55/2018 - 158 ч.2 п.в - судья Балабанова Н. В. - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 73.0, 74.0]","[61.0, 86.0, 74.0, 43.0, 296.0]",1,1
Решение по делу 1-14/2018 - 228 ч.2 - судья Фетисов Александр Анатольевич - 21/02/2018 - РосПравосудие,"[228.0, 228.0, 73.0]","[73.0, 92.0, 53.0, 104.1, 80.0]",1,1
Решение по делу 1-29/2018 - 228 ч.2 - судья Князева Марина Владимировна - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 73.0]","[228.2, 230.0, 228.3, 231.0, 212.0]",0,0
Решение по делу 1-186/2018 - 228 ч.1 - судья Свидлов Андрей Александрович - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 317.0]","[80.0, 73.0, 81.0, 127.1, 127.0]",1,1
Решение по делу 1-96/2018 - 111 ч.2 п. - судья Бучаков С. А. - 21/02/2018 - РосПравосудие,"[111.0, 73.0]","[61.0, 296.0, 6.0, 127.0, 86.0]",0,0
Решение по делу 1-35/2018 - 228.2 ч.1 - судья Давлетова Т. В. - 21/02/2018 - РосПравосудие,"[228.2, 316.0]","[102.0, 104.0, 53.1, 228.2, 91.0]",1,1
Решение по делу 1-13/2018 - 228 ч.2 - судья Широкова Е. В. - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[230.0, 80.0, 127.0, 127.1, 73.0]",0,0
Решение по делу 1-119/2018 - 228 ч.1 - судья Уханова Жанна Олеговна - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[228.2, 20.0, 230.0, 228.3, 228.0]",1,1
Решение по делу 1-81/2018 - 158 ч.2 п.в - судья Тоболов Александр Викторович - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 73.0, 317.0]","[61.0, 69.0, 296.0, 58.0, 75.0]",0,0
Решение по делу 1-8/2018 - 158 ч.3 п.а - судья Усов Леонид Юрьевич - 21/02/2018 - РосПравосудие,"[158.0, 73.0]","[69.0, 61.0, 309.0, 296.0, 76.2]",0,0
Решение по делу 1-24/2018 - 337 ч.3 - судья Носко Михаил Иванович - 21/02/2018 - РосПравосудие,"[337.0, 64.0]","[127.0, 73.0, 338.0, 127.1, 40.0]",0,0
Решение по делу 1-25/2018 - 337 ч.3 - судья Трофимов Николай Владимирович - 21/02/2018 - РосПравосудие,[337.0],"[338.0, 73.0, 74.0, 127.0, 81.0]",0,0
Решение по делу 1-83/2018 - 159 ч.2 - судья Тимофеева Маргарита Владимировна - 21/02/2018 - РосПравосудие,[159.0],"[61.0, 127.0, 86.0, 296.0, 58.0]",0,0
Решение по делу 1-38/2018 - 158 ч.2 п.в - судья Аршиев Геннадий Борисович - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 50.0, 317.0, 131.0, 132.0]","[86.0, 127.1, 74.0, 127.0, 80.0]",0,0
Решение по делу 1-40/2018 - 238 ч.1 - судья Бурцев Михаил Петрович - 21/02/2018 - РосПравосудие,[238.0],"[205.3, 296.0, 69.0, 303.0, 269.0]",0,0
Решение по делу 1-23/2018 - 158 ч.2 п.в - судья Труфанова Ирина Александровна - 21/02/2018 - РосПравосудие,"[158.0, 73.0]","[61.0, 34.0, 69.0, 58.0, 63.1]",0,0
Решение по делу 1-11/2018 - 158 ч.2 п.в - судья Леванин А. В. - 21/02/2018 - РосПравосудие,"[158.0, 73.0, 73.0, 316.0, 131.0, 132.0, 74.0]","[58.0, 61.0, 78.0, 127.0, 132.0]",1,1
Решение по делу 1-16/2018 - 228 ч.2 - судья Бирюков А. В. - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[80.0, 127.0, 69.0, 127.1, 58.0]",0,0
Решение по делу 1-27/2018 - 306 ч.1 - судья Чертыковцева Л. М. - 21/02/2018 - РосПравосудие,[306.0],"[78.0, 86.0, 58.0, 74.0, 61.0]",0,0
Решение по делу 1-17/2018 (1-208/2017;) - 314.1 ч.1 - судья Шляпникова Л. В. - 21/02/2018 - РосПравосудие,"[314.1, 317.0]","[73.0, 58.0, 82.1, 86.0, 96.0]",0,0
"Решение по делу 1-11/2018 (1-202/2017;) - 30 ч.3, ; 228.1 ч.5 - судья Микшевич М. И. - 21/02/2018 - РосПравосудие","[30.0, 228.1, 64.0, 58.0]","[200.3, 327.0, 326.0, 228.2, 228.3]",0,0
Решение по делу 1-161/2018 (1-560/2017;) - 161 ч.1 - судья Подзолко Елена Николаевна - 21/02/2018 - РосПравосудие,"[161.0, 317.0]","[58.0, 86.0, 61.0, 127.0, 78.0]",0,0
Решение по делу 1-5/2018 - 264.1 - судья Боровко Анна Владимировна - 21/02/2018 - РосПравосудие,[264.1],"[74.0, 73.0, 82.1, 72.0, 40.0]",0,0
Решение по делу 1-44/2018 - 158 ч.2 п.в - судья Власова И. В. - 21/02/2018 - РосПравосудие,"[158.0, 62.0, 68.0, 73.0, 317.0]","[61.0, 127.0, 58.0, 69.0, 6.0]",0,0
Решение по делу 1-157/2018 - 228 ч.1 - судья Семашка П. С. - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[61.0, 296.0, 74.0, 127.0, 69.0]",0,0
Решение по делу 1-11/2018 - 111 ч.2 п. - судья Дедова Людмила Александровна - 21/02/2018 - РосПравосудие,"[111.0, 73.0, 136.0, 317.0]","[6.0, 302.0, 307.0, 38.0, 28.0]",0,0
Решение по делу 1-33/2018 - 222 ч.1 - судья Усков Д. А. - 21/02/2018 - РосПравосудие,"[222.0, 73.0]","[61.0, 127.0, 58.0, 86.0, 69.0]",0,0
Решение по делу 1-31/2018 - 228 ч.2 - судья Филимонова Анжелика Леонидовна - 21/02/2018 - РосПравосудие,"[228.0, 73.0, 81.0, 317.0]","[80.0, 74.0, 127.1, 73.0, 81.0]",1,2
Решение по делу 1-28/2018 - 228 ч.1 - судья Кудзоев Владимир Созурович - 21/02/2018 - РосПравосудие,"[228.0, 50.0]","[73.0, 80.0, 230.0, 264.0, 104.2]",0,0
Решение по делу 1-7/2018 - 322.3 - судья Лореш Ольга Валерьевна - 21/02/2018 - РосПравосудие,"[322.3, 322.3, 322.3, 69.0, 317.0]","[322.3, 322.2, 276.0, 13.0, 53.0]",1,1
Решение по делу 1-5/2018 - 119 ч.1 - судья Долгов Артём Витальевич - 21/02/2018 - РосПравосудие,"[119.0, 316.0]","[61.0, 40.0, 127.0, 2.0, 127.1]",0,0
Решение по делу 1-17/2018 - 264.1 - судья Макарова Наталия Валерьевна - 21/02/2018 - РосПравосудие,"[264.1, 49.0]","[74.0, 295.0, 70.0, 81.0, 78.0]",0,0
Решение по делу 1-10/2018 - 112 ч.1 - судья Макарова Наталия Валерьевна - 21/02/2018 - РосПравосудие,"[112.0, 73.0, 73.0]","[61.0, 296.0, 86.0, 6.0, 58.0]",0,0
Решение по делу 1-9/2018 - 319 ч.1 - судья Макарова Наталия Валерьевна - 21/02/2018 - РосПравосудие,[319.0],"[74.0, 40.0, 127.1, 127.0, 73.0]",0,0
Решение по делу 1-11/2018 - 158 ч.1 - судья Менжунова Жанна Ивановна - 21/02/2018 - РосПравосудие,"[30.0, 158.0, 73.0]","[78.0, 58.0, 74.0, 86.0, 127.0]",0,0
Решение по делу 1-13/2018 - 115 ч.1 - судья Слинченко Светлана Павловна - 21/02/2018 - РосПравосудие,"[115.0, 73.0]","[61.0, 127.0, 296.0, 86.0, 40.0]",0,0
Решение по делу 1-12/2018 - 231 ч.1 - судья Шевченко Ольга Андреевна - 21/02/2018 - РосПравосудие,"[231.0, 73.0, 73.0]","[53.0, 72.0, 200.3, 92.0, 322.3]",0,0
Решение по делу 1-3/2018 - 158 ч.1 - судья Мельник Елена Евгеньевна - 21/02/2018 - РосПравосудие,"[158.0, 317.0]","[61.0, 74.0, 86.0, 63.1, 78.0]",0,0
Решение по делу 1-103/2018 - 159 ч.2 - судья Дмитриев Алексей Вячеславович - 21/02/2018 - РосПравосудие,[159.0],"[127.0, 72.0, 200.3, 122.0, 327.0]",0,0
Решение по делу 1-18/2018 - 264 ч.2 - судья Бакрин Михаил Юрьевич - 21/02/2018 - РосПравосудие,"[264.0, 73.0, 317.0]","[61.0, 127.1, 2.0, 37.0, 127.0]",0,0
"Решение по делу 1-97/2018 - 228.1 ч.3 п.б; 228.1 ч.4 п.г; 30 ч.3, ; 228.1 ч.4 п.г - судья Егоров Владислав Валерьевич - 21/02/2018 - РосПравосудие","[228.1, 228.1, 30.0, 228.1, 64.0, 228.1, 64.0, 30.0, 69.0]","[228.2, 228.3, 200.3, 228.0, 231.0]",0,0
Решение по делу 1-172/2018 - 228 ч.1 - судья Лиманский Андрей Викторович - 21/02/2018 - РосПравосудие,"[228.0, 73.0]","[74.0, 295.0, 43.0, 82.1, 79.0]",0,0
Решение по делу 1-79/2018 - 228 ч.1 - судья Дементьева И. В. - 21/02/2018 - РосПравосудие,"[316.0, 62.0, 73.0, 73.0]","[80.0, 73.0, 74.0, 70.0, 72.0]",1,1
Решение по делу 1-16/2018 - 264.1 - судья Губайдуллина Расима Хамзовна - 21/02/2018 - РосПравосудие,"[264.1, 317.0]","[74.0, 127.0, 295.0, 73.0, 127.1]",0,0
Решение по делу 1-14/2018 - 264.1 - судья Губайдуллина Расима Хамзовна - 21/02/2018 - РосПравосудие,"[264.1, 70.0, 73.0, 317.0]","[127.0, 74.0, 61.0, 295.0, 43.0]",0,0
Решение по делу 1-9/2018 - 115 ч.1 - судья Хакимова Диана Нуртдиновна - 21/02/2018 - РосПравосудие,"[115.0, 73.0, 317.0]","[61.0, 296.0, 69.0, 6.0, 58.0]",0,0
Решение по делу 1-6/2018 - 264.1 - судья Менжунова Жанна Ивановна - 21/02/2018 - РосПравосудие,[264.1],"[78.0, 86.0, 74.0, 296.0, 80.0]",0,0
Решение по делу 1-13/2018 - 111 ч.2 п. - судья Лапшина Татьяна Ивановна - 21/02/2018 - РосПравосудие,"[111.0, 73.0, 317.0]","[61.0, 127.0, 69.0, 6.0, 67.0]",0,0
Решение по делу 1-1/2018 - 115 ч.1 - судья Зайцева Ирина Сергеевна - 21/02/2018 - РосПравосудие,"[115.0, 69.0, 317.0]","[6.0, 38.0, 76.2, 75.0, 28.0]",0,0
Решение по делу 1-11/2018 - 861 264 - судья Красильникова Любовь Геннадьевна - 21/02/2018 - РосПравосудие,"[264.1, 73.0, 73.0]","[74.0, 80.0, 127.0, 73.0, 86.0]",1,1
Решение по делу 1-156/2018 - 159 ч.1; 314.1 ч.1; 161 ч.1 - судья Горбашева В. В. - 21/02/2018 - РосПравосудие,"[314.1, 159.0, 161.0, 314.1, 159.0, 161.0, 69.0, 70.0, 69.0]","[58.0, 73.0, 63.1, 74.0, 96.0]",0,0
Решение по делу 1-256/2018 - 228 ч.1 - судья Вастьянова Варвара Михайловна - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[73.0, 127.1, 127.0, 80.0, 230.0]",0,0
"Решение по делу 1-26/2018 - 30 ч.3, ; 291 ч.3 - судья Грибова Е. В. - 21/02/2018 - РосПравосудие","[30.0, 291.0, 317.0]","[303.0, 74.0, 86.0, 73.0, 296.0]",0,0
Решение по делу 1-149/2018 - 228 ч.1 - судья Плиев Герман Анатольевич - 21/02/2018 - РосПравосудие,"[228.0, 317.0]","[61.0, 74.0, 80.0, 127.1, 127.0]",0,0
"Решение по делу 1-26/2018 - 30 ч.3, ; 158 ч.2 п.п.а,б - судья Шабаева Элина Викторовна - 21/02/2018 - РосПравосудие","[30.0, 158.0, 30.0, 158.0, 72.0, 317.0]","[61.0, 296.0, 69.0, 80.0, 298.1]",0,0
